system,group,symbol,f_vector,status,our_menu_type_ids,our_P2_type_ids,our_menu_c_over_a,his_row_count,his_b_ratios,his_points,his_block
tetragonal,129,P4/nmm,"(14,21,9)",a_ours_in_his,dcc0a70baf02d3d7,,1/2;9/16;19/32;39/64;5/8;21/32;11/16;45/64;23/32;47/64;3/4;1547/2000;797/1000;4/5;13/16;17/20;69/80;9/10;37/40;15/16;19/20;39/40;79/80;1;33/32;67/64;17/16;35/32;9/8;73/64;19/16;39/32;5/4;103/80;83/64;53/40;427/320;109/80;7/5;113/80;29/20;59/40;119/80;3/2;38/25;1239/800;327/200;677/400;1377/800,1,3497/1000,"(1/4,-99/500,1/500)",129
tetragonal,129,P4/nmm,"(14,24,12)",b_ours_not_his,1da02fe6c7c6eb73,,3/2,0,,,
tetragonal,129,P4/nmm,"(18,28,12)",b_ours_not_his,c1824c64dfbb3615,,227/160;57/40;23/16;29/20;3/2;1201/800;601/400;301/200;151/100;38/25;327/200;7/4;61/32;31/16;2;9/4;5/2;41/16;21/8;11/4;3;13/4;3497/1000;7/2,0,,,
tetragonal,129,P4/nmm,"(24,36,14)",b_ours_not_his,31d09faf7fb2bf6f,,1/2;3/4;797/1000;4/5;1;5/4;11/8;7/5;45/32;113/80;91/64;29/20;59/40;119/80;239/160;3/2;38/25;631/400;257/160;2593/1600;7/4;15/8;121/64;2;9/4;5/2;81/32;163/64,0,,,
tetragonal,130,P4/ncc,"(6,9,5)",c_his_not_ours_P2_reproduced,,a1053191a6317676,,1,3497/1000,"(249/500,-1/500,0)",130
tetragonal,130,P4/ncc,"(6,11,7)",c_his_not_ours_not_stored,,,,1,2,"(1/4,-9/100,1/20)",130
tetragonal,130,P4/ncc,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",130
tetragonal,130,P4/ncc,"(8,13,7)",c_his_not_ours_not_stored,,,,1,3497/1000,"(1/4,-123/500,1/500)",130
tetragonal,130,P4/ncc,"(9,16,9)",c_his_not_ours_not_stored,,,,1,5/4,"(3/20,-3/20,6/125)",130
tetragonal,130,P4/ncc,"(10,16,8)",c_his_not_ours_not_stored,,,,1,3497/1000,"(62/125,0,1/4)",130
tetragonal,130,P4/ncc,"(12,19,9)",c_his_not_ours_not_stored,,,,1,3497/1000,"(249/500,-1/500,31/125)",130
tetragonal,130,P4/ncc,"(14,21,9)",c_his_not_ours_not_stored,,,,1,3497/1000,"(1/4,-111/500,1/500)",130
tetragonal,130,P4/ncc,"(14,22,10)",c_his_not_ours_P2_reproduced,,fe7ee18a2838e181,,1,3497/1000,"(28/125,-28/125,1/500)",130
tetragonal,130,P4/ncc,"(14,23,11)",a_ours_in_his,7824c3404ec7c532,,1/2;17/32;9/16;37/64;19/32;5/8;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(249/500,-1/500,1/4)",130
tetragonal,130,P4/ncc,"(14,24,12)",b_ours_not_his,1da02fe6c7c6eb73,,3,0,,,
tetragonal,130,P4/ncc,"(15,25,12)",c_his_not_ours_not_stored,,,,1,4/5,"(4/25,0,9/100)",130
tetragonal,130,P4/ncc,"(16,26,12)",a_ours_in_his,c56e8a772aacdc9a,,71/64;9/8;5/4;7/5;3/2;38/25;7/4;2;9/4;147/64;37/16;19/8;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,0,31/125)",130
tetragonal,130,P4/ncc,"(17,29,14)",c_his_not_ours_not_stored,,,,1,4/5,"(173/500,-3/20,57/500)",130
tetragonal,130,P4/ncc,"(18,28,12)",b_ours_not_his,c1824c64dfbb3615,,91/32;23/8;3;193/64;97/32;49/16;25/8;13/4;3497/1000;7/2,0,,,
tetragonal,130,P4/ncc,"(18,29,13)",a_ours_in_his,2626c0b5370635a6,,1/2;33/64;9/16,1,527/1000,"(223/500,-27/500,1/4)",130
tetragonal,130,P4/ncc,"(19,31,14)",c_his_not_ours_not_stored,,,,1,4/5,"(217/500,-9/500,21/100)",130
tetragonal,130,P4/ncc,"(20,31,13)",a_ours_in_his,d84f3b8159a92b4b,,1/2;3/4;797/1000;4/5;17/20;69/80,1,3497/1000,"(59/125,0,1/500)",130
tetragonal,130,P4/ncc,"(20,32,14)",a_ours_in_his,04b26311800821b8,,39/40;1;17/16;35/32,1,3497/1000,"(113/500,-111/500,1/500)",130
tetragonal,130,P4/ncc,"(22,34,14)",a_ours_in_his,05578fa7044fded7,,1/2;3/4;797/1000;4/5;1;9/8,1,3497/1000,"(52/125,0,31/125)",130
tetragonal,130,P4/ncc,"(24,36,14)",b_ours_not_his,31d09faf7fb2bf6f,,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;45/16;181/64;23/8;47/16;95/32;191/64;3;13/4;7/2,0,,,
tetragonal,130,P4/ncc,"(24,37,15)",c_his_not_ours_not_stored,,,,1,527/1000,"(209/500,-37/500,31/125)",130
tetragonal,130,P4/ncc,"(26,40,16)",a_ours_in_his,db9ffdbe1d267b0a,,73/64;37/32;19/16;5/4;7/5;3/2;38/25;7/4;2;9/4;73/32,1,3497/1000,"(59/125,0,31/125)",130
tetragonal,130,P4/ncc,"(26,41,17)",a_ours_in_his,34020552fab1d2e4,34020552fab1d2e4,7/8;9/10;19/20;77/80,1,3497/1000,"(28/125,-11/50,1/500)",130
tetragonal,131,P4_2/mmc,"(6,9,5)",a_ours_in_his,a1053191a6317676,a1053191a6317676,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,0,1/4)",131
tetragonal,131,P4_2/mmc,"(7,11,6)",a_ours_in_his,a4d2e4badea1fc0f,a4d2e4badea1fc0f,1/2;1,1,7/2,"(87/250,-19/125,117/500)",131
tetragonal,131,P4_2/mmc,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;33/64;17/32;9/16;37/64;19/32;5/8;23/32;3/4;797/1000;4/5;33/40;17/20;9/10;37/40;19/20;1;65/64;33/32;17/16;35/32;9/8;37/32;19/16;5/4;7/5;3/2;38/25;7/4;15/8;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",131
tetragonal,131,P4_2/mmc,"(8,13,7)",a_ours_in_his,59efe85d44daca83,59efe85d44daca83,1;3/2;2,1,7/2,"(49/250,0,117/500)",131
tetragonal,131,P4_2/mmc,"(9,16,9)",b_ours_not_his,0c6ba5cadd15c06e,,2,0,,,
tetragonal,131,P4_2/mmc,"(10,15,7)",a_ours_in_his,52392121966e66eb;ca9a19039647d676,52392121966e66eb,1/2;23/32;3/4;797/1000;4/5;33/40;17/20;7/8;9/10;1;65/64;33/32;17/16;9/8;37/32;19/16;79/64;5/4;7/5;227/160;57/40;29/20;3/2;1201/800;601/400;301/200;151/100;38/25;2547/1600;257/160;327/200;2777/1600;7/4;29/16;117/64;59/32;119/64;15/8;2;129/64;65/32;33/16;17/8;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(107/250,0,107/500)",131
tetragonal,131,P4_2/mmc,"(10,16,8)",a_ours_in_his,61a294835c4c4a23,61a294835c4c4a23,1,1,4/5,"(4/25,0,0)",131
tetragonal,131,P4_2/mmc,"(12,18,8)",a_ours_in_his,9b7039e0c295ff94;fd9a9f68ec1db422,9b7039e0c295ff94,1/2;9/16;37/64;19/32;5/8;11/16;45/64;23/32;3/4;797/1000;4/5;13/16;33/40;17/20;69/80;9/10;73/80;59/64;15/16;19/20;39/40;79/80;1;65/64;33/32;17/16;69/64;35/32;9/8;73/64;37/32;19/16;39/32;79/64;5/4;83/64;209/160;53/40;87/64;11/8;7/5;113/80;29/20;59/40;119/80;239/160;3/2;38/25;631/400;257/160;2593/1600;327/200;677/400;1377/800;7/4;29/16;15/8;31/16;63/32;127/64;2;33/16;67/32;135/64;17/8;35/16;71/32;143/64;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,0,31/125)",131
tetragonal,131,P4_2/mmc,"(13,20,9)",a_ours_in_his,82a5a88ccba80d26,82a5a88ccba80d26,25/16;13/8;2777/1600;7/4;2;129/64;65/32;33/16;17/8;9/4;157/64;79/32;5/2;11/4;3;13/4;111/32;3497/1000;7/2,1,3497/1000,"(1/2,0,26/125)",131
tetragonal,131,P4_2/mmc,"(16,24,10)",a_ours_in_his,35953737803092f0,35953737803092f0,1/2;9/16;5/8;11/16;45/64;3/4;797/1000;4/5;13/16;7/8;9/10;29/32;19/20;39/40;79/80;1;17/16;69/64;9/8;73/64;19/16;39/32;5/4;103/80;21/16;43/32;7/5;3/2;38/25;49/32;99/64;327/200;677/400;1377/800;7/4;15/8;31/16;63/32;127/64;2;9/4;19/8;39/16;5/2;11/4;3;13/4;27/8;55/16;221/64,1,3497/1000,"(1/2,0,31/125)",131
tetragonal,131,P4_2/mmc,"(18,28,12)",a_ours_in_his,c1824c64dfbb3615,c1824c64dfbb3615,227/160;57/40;29/20;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/2,0,0)",131
tetragonal,131,P4_2/mmc,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;3/4;797/1000;4/5;1;5/4;7/5;113/80,1,797/1000,"(1/2,0,0)",131
tetragonal,132,P4_2/mcm,"(6,9,5)",a_ours_in_his,a1053191a6317676,a1053191a6317676,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,0,1/4)",132
tetragonal,132,P4_2/mcm,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",132
tetragonal,132,P4_2/mcm,"(8,13,7)",c_his_not_ours_P2_reproduced,,59efe85d44daca83,,1,7/2,"(201/500,-49/500,121/500)",132
tetragonal,132,P4_2/mcm,"(9,16,9)",a_ours_in_his,0c6ba5cadd15c06e,0c6ba5cadd15c06e,3/2,1,4/5,"(2/25,-2/25,1/25)",132
tetragonal,132,P4_2/mcm,"(10,15,7)",a_ours_in_his,52392121966e66eb,52392121966e66eb,67/64;17/16;71/64;9/8;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(249/500,-1/500,31/125)",132
tetragonal,132,P4_2/mcm,"(10,16,8)",c_his_not_ours_P2_reproduced,,61a294835c4c4a23,,1,4/5,"(17/50,-4/25,0)",132
tetragonal,132,P4_2/mcm,"(12,18,8)",a_ours_in_his,9b7039e0c295ff94;fd9a9f68ec1db422,fd9a9f68ec1db422,1/2;37/64;19/32;5/8;41/64;21/32;43/64;11/16;23/32;47/64;3/4;12141/16000;3047/4000;1547/2000;797/1000;4/5;33/40;17/20;69/80;7/8;9/10;1;33/32;17/16;35/32;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(249/500,-1/500,0)",132
tetragonal,132,P4_2/mcm,"(13,20,9)",a_ours_in_his,82a5a88ccba80d26,82a5a88ccba80d26,37/40;19/20;1;17/16;9/8;37/32;19/16;79/64;5/4;83/64;209/160;53/40;427/320;43/32;109/80;7/5;227/160;57/40;29/20;3/2;1201/800;601/400;301/200;151/100;38/25;327/200;2777/1600;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,57/250)",132
tetragonal,132,P4_2/mcm,"(14,24,12)",a_ours_in_his,1da02fe6c7c6eb73,1da02fe6c7c6eb73,1,1,4/5,"(1/10,-1/10,0)",132
tetragonal,132,P4_2/mcm,"(16,24,10)",a_ours_in_his,35953737803092f0,35953737803092f0,1/2;9/16;5/8;21/32;11/16;45/64;23/32;47/64;3/4;6047/8000;797/1000;4/5;13/16;17/20;7/8;71/80;9/10;73/80;1;33/32;67/64;9/8;73/64;19/16;39/32;5/4;103/80;53/40;7/5;113/80;29/20;59/40;119/80;239/160;3/2;38/25;631/400;257/160;2593/1600;327/200;677/400;1377/800,1,3497/1000,"(1/4,-1/4,31/125)",132
tetragonal,132,P4_2/mcm,"(18,28,12)",a_ours_in_his,c1824c64dfbb3615,c1824c64dfbb3615,9/16;5/8;3/4;797/1000;4/5;7/8;9/10;19/20;1;65/64;33/32;17/16;9/8;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,0)",132
tetragonal,132,P4_2/mcm,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;17/32;35/64;5/8;11/16;23/32;47/64;3/4;797/1000;4/5;17/20;69/80;7/8;9/10;37/40;15/16;19/20;31/32;39/40;63/64;79/80,1,797/1000,"(1/4,-1/4,0)",132
tetragonal,133,P4_2/nbc,"(6,9,5)",c_his_not_ours_not_stored,,,,1,3497/1000,"(249/500,-1/500,0)",133
tetragonal,133,P4_2/nbc,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",133
tetragonal,133,P4_2/nbc,"(9,16,9)",c_his_not_ours_not_stored,,,,1,4/5,"(1/4,-9/100,2/25)",133
tetragonal,133,P4_2/nbc,"(10,16,8)",c_his_not_ours_not_stored,,,,1,3497/1000,"(62/125,0,1/4)",133
tetragonal,133,P4_2/nbc,"(11,20,11)",c_his_not_ours_not_stored,,,,1,5/4,"(43/100,-7/100,9/50)",133
tetragonal,133,P4_2/nbc,"(12,18,8)",c_his_not_ours_not_stored,,,,1,3497/1000,"(62/125,0,0)",133
tetragonal,133,P4_2/nbc,"(13,20,9)",c_his_not_ours_not_stored,,,,1,3497/1000,"(1/4,-123/500,1/500)",133
tetragonal,133,P4_2/nbc,"(14,23,11)",a_ours_in_his,7824c3404ec7c532,,1/2;17/32;9/16;37/64;19/32;5/8;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(249/500,-1/500,31/125)",133
tetragonal,133,P4_2/nbc,"(16,24,10)",c_his_not_ours_not_stored,,,,1,3497/1000,"(1/4,-111/500,31/125)",133
tetragonal,133,P4_2/nbc,"(18,28,12)",a_ours_in_his,c1824c64dfbb3615,,1/2;17/32;9/16;5/8;43/64;11/16;45/64;23/32;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-123/500,0)",133
tetragonal,133,P4_2/nbc,"(18,29,13)",a_ours_in_his,2626c0b5370635a6,2626c0b5370635a6,1/2;33/64;9/16,1,3497/1000,"(28/125,-28/125,1/500)",133
tetragonal,133,P4_2/nbc,"(21,33,14)",c_his_not_ours_not_stored,,,,1,7/5,"(3/20,-13/100,1/20)",133
tetragonal,133,P4_2/nbc,"(23,36,15)",c_his_not_ours_not_stored,,,,1,1/2,"(1/10,0,1/20)",133
tetragonal,133,P4_2/nbc,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f;74076f8341f71199,,1/2;33/64;9/16;19/32;39/64;5/8;21/32;11/16;45/64;33/32;17/16;9/8;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,0,31/125)",133
tetragonal,133,P4_2/nbc,"(25,39,16)",c_his_not_ours_not_stored,,,,1,7/2,"(38/125,0,121/500)",133
tetragonal,133,P4_2/nbc,"(27,42,17)",c_his_not_ours_not_stored,,,,1,4/5,"(77/500,-51/500,1/20)",133
tetragonal,133,P4_2/nbc,"(28,42,16)",a_ours_in_his,5a7de3df1296531a;8ac4f8b1c6ca250e,,11/16;3/4;797/1000;4/5;71/80;9/10;1;65/64;9/8;19/16;39/32;79/64,1,3497/1000,"(59/125,0,31/125)",133
tetragonal,133,P4_2/nbc,"(30,45,17)",a_ours_in_his,5c6382a9ef3bc209;cc1e165a04008058,,1/2;5/8;41/64,1,3497/1000,"(103/250,0,31/125)",133
tetragonal,133,P4_2/nbc,"(32,48,18)",a_ours_in_his,3a7c6d5f00cde1ae,,21/32;43/64,1,3497/1000,"(79/250,0,1/250)",133
tetragonal,133,P4_2/nbc,"(34,51,19)",a_ours_in_his,05f9eab1c6915aef,,41/64;21/32;11/16;3/4;797/1000;4/5;17/20;7/8,1,3497/1000,"(56/125,0,31/125)",133
tetragonal,134,P4_2/nnm,"(5,8,5)",c_his_not_ours_not_stored,,,,1,4/5,"(17/50,0,1/4)",134
tetragonal,134,P4_2/nnm,"(5,9,6)",c_his_not_ours_not_stored,,,,1,7/2,"(1/4,-71/500,4/125)",134
tetragonal,134,P4_2/nnm,"(6,9,5)",c_his_not_ours_not_stored,,,,1,3497/1000,"(62/125,0,1/4)",134
tetragonal,134,P4_2/nnm,"(6,11,7)",b_ours_not_his,d2d935e5499e6e11,,1,0,,,
tetragonal,134,P4_2/nnm,"(7,11,6)",a_ours_in_his,a4d2e4badea1fc0f,,1,1,3497/1000,"(1/4,-89/500,9/250)",134
tetragonal,134,P4_2/nnm,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;33/40;17/20;9/10;1;65/64;33/32;17/16;9/8;37/32;19/16;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,1/4)",134
tetragonal,134,P4_2/nnm,"(8,13,7)",a_ours_in_his,d724d08efce3fe5f,,1/2;37/64;19/32;5/8;23/32;3/4;797/1000;4/5;33/40;17/20;9/10;59/64;15/16;1;65/64;33/32;17/16;35/32;9/8;37/32;19/16;79/64;5/4;83/64;209/160;53/40;87/64;11/8;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(1/4,-123/500,1/4)",134
tetragonal,134,P4_2/nnm,"(9,16,9)",a_ours_in_his,0c6ba5cadd15c06e,,2,1,5/4,"(1/2,0,9/100)",134
tetragonal,134,P4_2/nnm,"(10,15,7)",c_his_not_ours_not_stored,,,,1,3497/1000,"(1/4,-123/500,1/500)",134
tetragonal,134,P4_2/nnm,"(10,16,8)",c_his_not_ours_not_stored,,,,1,4/5,"(41/100,-9/100,0)",134
tetragonal,134,P4_2/nnm,"(12,18,8)",a_ours_in_his,4097fba12952569e;9b7039e0c295ff94;fd9a9f68ec1db422,,1/2;37/64;19/32;5/8;23/32;3/4;797/1000;4/5;13/16;33/40;17/20;9/10;59/64;15/16;19/20;39/40;79/80;1;17/16;9/8;73/64;5/4;7/5;3/2;38/25;7/4;119/64;15/8;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(249/500,-1/500,0)",134
tetragonal,134,P4_2/nnm,"(12,19,9)",c_his_not_ours_not_stored,,,,1,7/2,"(38/125,0,2/125)",134
tetragonal,134,P4_2/nnm,"(13,20,9)",a_ours_in_his,82a5a88ccba80d26,82a5a88ccba80d26,79/64;5/4;7/5;227/160;57/40;29/20;3/2;38/25;25/16;13/8;2777/1600;7/4;2;129/64;65/32;33/16;17/8;9/4;157/64;79/32;5/2;11/4;3;13/4;111/32;3497/1000;7/2,1,3497/1000,"(1/4,-1/4,31/125)",134
tetragonal,134,P4_2/nnm,"(13,22,11)",c_his_not_ours_not_stored,,,,1,41/25,"(27/500,-27/500,9/100)",134
tetragonal,134,P4_2/nnm,"(14,21,9)",a_ours_in_his,dcc0a70baf02d3d7,,1/2;9/16;5/8;11/16;45/64;3/4;797/1000;4/5;13/16;7/8;9/10;29/32;19/20;39/40;79/80;1;17/16;69/64;9/8;73/64;19/16;39/32;5/4;103/80;21/16;43/32,1,797/1000,"(1/4,-123/500,1/4)",134
tetragonal,134,P4_2/nnm,"(14,22,10)",c_his_not_ours_not_stored,,,,1,4/5,"(93/250,0,1/5)",134
tetragonal,134,P4_2/nnm,"(14,24,12)",b_ours_not_his,1da02fe6c7c6eb73,,1,0,,,
tetragonal,134,P4_2/nnm,"(15,23,10)",c_his_not_ours_not_stored,,,,1,7/2,"(87/250,0,121/500)",134
tetragonal,134,P4_2/nnm,"(16,24,10)",a_ours_in_his,1811b0d16d82bdda;35953737803092f0,,1/2;9/16;5/8;11/16;45/64;23/32;3/4;797/1000;4/5;13/16;7/8;29/32;1;33/32;67/64;9/8;19/16;39/32;79/64;5/4;7/5;113/80;3/2;38/25;49/32;99/64;327/200;677/400;1377/800;7/4;29/16;59/32;15/8;31/16;63/32;127/64;2;9/4;19/8;39/16;5/2;11/4;3;13/4;27/8;55/16;221/64,1,3497/1000,"(58/125,0,29/125)",134
tetragonal,134,P4_2/nnm,"(16,25,11)",c_his_not_ours_not_stored,,,,1,4/5,"(43/125,-1/10,11/50)",134
tetragonal,134,P4_2/nnm,"(17,26,11)",a_ours_in_his,8fa1790edfd55a9f,,113/64;57/32;29/16;117/64;59/32;15/8;123/64;31/16;125/64;63/32;2;65/32;33/16;17/8;141/64;71/32;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(239/500,-11/500,57/250)",134
tetragonal,134,P4_2/nnm,"(18,27,11)",a_ours_in_his,0e291742552bfd85;3c177440d8084cb5,,1/2;5/8;11/16;45/64;3/4;797/1000;4/5;1;17/16;35/32;71/64;9/8;19/16;39/32,1,3497/1000,"(62/125,0,31/125)",134
tetragonal,134,P4_2/nnm,"(18,28,12)",a_ours_in_his,c1824c64dfbb3615,c1824c64dfbb3615,65/64;33/32;17/16;9/8;5/4;7/5;227/160;57/40;29/20;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",134
tetragonal,134,P4_2/nnm,"(20,32,14)",a_ours_in_his,37e188e9b012345e,,2,1,7/2,"(49/250,-49/250,4/125)",134
tetragonal,134,P4_2/nnm,"(22,33,13)",a_ours_in_his,82b129fb96de7dae,,1/2;5/8;21/32;43/64,1,797/1000,"(42/125,0,31/125)",134
tetragonal,134,P4_2/nnm,"(22,35,15)",c_his_not_ours_not_stored,,,,1,7/2,"(19/125,-19/125,121/500)",134
tetragonal,134,P4_2/nnm,"(23,36,15)",a_ours_in_his,97fb7fde62d174ad,,1,1,4/5,"(8/125,-8/125,1/5)",134
tetragonal,134,P4_2/nnm,"(24,36,14)",a_ours_in_his,31d09faf7fb2bf6f,31d09faf7fb2bf6f,1/2;3/4;797/1000;4/5;9/10;19/20;39/40;79/80;1;5/4;7/5;113/80,1,797/1000,"(0,0,0)",134
tetragonal,134,P4_2/nnm,"(24,37,15)",a_ours_in_his,b8b72db4ab55a296,,37/32;19/16;79/64;5/4;7/5;227/160;57/40;29/20;3/2;38/25;327/200;2777/1600;7/4;29/16;59/32;119/64;15/8;61/32;123/64;31/16;2;129/64;65/32;33/16;17/8;35/16,1,3497/1000,"(12/25,-1/50,23/100)",134
tetragonal,134,P4_2/nnm,"(25,39,16)",a_ours_in_his,ea1baec328356a32,,1,1,4/5,"(109/500,-109/500,1/5)",134
tetragonal,134,P4_2/nnm,"(27,41,16)",a_ours_in_his,1722d568b932f832;27d2f55670d4f85c,,23/32;3/4;797/1000;4/5;33/40;17/20;7/8;9/10;1;65/64;33/32;17/16;9/8;5/4;7/5;113/80;3/2;38/25;631/400;257/160;2593/1600;327/200;677/400;1377/800;7/4;15/8;31/16;63/32;127/64,1,3497/1000,"(249/500,-1/500,31/125)",134
tetragonal,134,P4_2/nnm,"(30,45,17)",a_ours_in_his,cd4fb52572edcb73,,37/64;19/32;39/64;5/8;21/32;43/64;11/16;45/64;23/32;3/4;797/1000;4/5;13/16;17/20;69/80;9/10;19/20;39/40;79/80;1;9/8;73/64;19/16;39/32,1,797/1000,"(219/500,-31/500,47/250)",134
tetragonal,134,P4_2/nnm,"(34,51,19)",a_ours_in_his,205e338c517ee1e4,205e338c517ee1e4,1/2;9/16;19/32;5/8;41/64;21/32;43/64;11/16;45/64,1,797/1000,"(11/125,-11/125,1/500)",134
tetragonal,135,P4_2/mbc,"(6,9,5)",c_his_not_ours_P2_reproduced,,a1053191a6317676,,1,3497/1000,"(31/125,-31/125,1/4)",135
tetragonal,135,P4_2/mbc,"(8,12,6)",a_ours_in_his,e3faf0283734fac7,e3faf0283734fac7,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(0,0,0)",135
tetragonal,135,P4_2/mbc,"(9,16,9)",c_his_not_ours_P2_reproduced,,0c6ba5cadd15c06e,,1,4/5,"(4/25,0,2/25)",135
tetragonal,135,P4_2/mbc,"(10,15,7)",a_ours_in_his,52392121966e66eb,52392121966e66eb,1/2;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(249/500,-1/500,0)",135
tetragonal,135,P4_2/mbc,"(12,19,9)",c_his_not_ours_P2_reproduced,,8e1a1fd6069d5392,,1,3497/1000,"(31/125,-31/125,31/125)",135
tetragonal,135,P4_2/mbc,"(13,20,9)",c_his_not_ours_P2_reproduced,,82a5a88ccba80d26,,1,3497/1000,"(62/125,0,31/125)",135
tetragonal,135,P4_2/mbc,"(14,22,10)",c_his_not_ours_P2_reproduced,,fe7ee18a2838e181,,1,3497/1000,"(59/250,-59/250,31/125)",135
tetragonal,135,P4_2/mbc,"(14,23,11)",a_ours_in_his,7824c3404ec7c532,7824c3404ec7c532,17/32;9/16;37/64;19/32;5/8;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(31/125,-31/125,0)",135
tetragonal,135,P4_2/mbc,"(15,24,11)",c_his_not_ours_P2_reproduced,,d9c367c64ebd6a73,,1,1/2,"(7/25,-1/5,22/125)",135
tetragonal,135,P4_2/mbc,"(16,24,10)",a_ours_in_his,35953737803092f0,35953737803092f0,1/2;9/16;19/32,1,3497/1000,"(59/125,0,31/125)",135
tetragonal,135,P4_2/mbc,"(18,27,11)",a_ours_in_his,3cfb144a2ce5e86d,3cfb144a2ce5e86d,43/64;11/16;47/64;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(247/500,-1/500,123/500)",135
tetragonal,135,P4_2/mbc,"(18,28,12)",a_ours_in_his,c1824c64dfbb3615,c1824c64dfbb3615,17/32;9/16;5/8;43/64;11/16;23/32;3/4;797/1000;4/5;1;5/4;7/5;3/2;38/25;7/4;2;9/4;5/2;11/4;3;13/4;3497/1000;7/2,1,3497/1000,"(62/125,0,0)",135
tetragonal,135,P4_2/mbc,"(18,29,13)",a_ours_in_his,2626c0b5370635a6,2626c0b5370635a6,1/2;33/64;9/16,1,527/1000,"(49/250,-49/250,0)",135
tetragonal,135,P4_2/mbc,"(20,30,12)",a_ours_in_his,c128d63b9df85e43,c128d63b9df85e43,1/2;39/64;5/8;21/32;11/16;23/32,1,3497/1000,"(54/125,-1/25,31/125)",135
